,Systolic,Diastolic,Label
2226,114.0,81.0,3
2227,118.0,83.0,3
2228,122.0,74.0,2
2229,123.0,78.0,2
2230,119.0,80.0,3
2231,117.0,70.0,1
2232,120.0,71.0,2
2233,127.0,75.0,2
2234,128.0,75.0,2
2235,114.0,75.0,1
2236,126.0,79.0,2
2237,112.0,73.0,1
2238,115.0,68.0,1
2239,134.0,69.0,3
2240,120.0,78.0,2
2241,134.0,76.0,3
2242,124.0,71.0,2
2243,109.0,71.0,1
2244,102.0,71.0,1
2245,116.0,75.0,1
2246,122.0,74.0,2
2247,119.0,79.0,1
2248,118.0,81.0,3
2249,113.0,73.0,1
2250,132.0,73.0,3
2251,110.0,70.0,1
2252,127.0,66.0,2
2253,134.0,72.0,3
2254,110.0,74.0,1
2255,121.0,71.0,2
2256,119.0,72.0,1
2257,102.0,80.0,3
2258,119.0,83.0,3
2259,136.0,82.0,3
2260,135.0,77.0,3
2261,110.0,84.0,3
2262,128.0,78.0,2
2263,142.0,71.0,4
2264,115.0,69.0,1
2265,127.0,74.0,2
2266,128.0,77.0,2
2267,105.0,73.0,1
2268,113.0,71.0,1
2269,117.0,70.0,1
2270,120.0,77.0,2
2271,114.0,72.0,1
2272,116.0,78.0,1
2273,136.0,70.0,3
2274,124.0,81.0,3
2275,116.0,77.0,1
2276,126.0,72.0,2
2277,131.0,79.0,3
2278,112.0,73.0,1
2279,113.0,74.0,1
2280,120.0,76.0,2
2281,120.0,73.0,2
2282,112.0,73.0,1
2283,117.0,72.0,1
2284,109.0,81.0,3
2285,132.0,69.0,3
2286,140.0,72.0,4
2287,108.0,75.0,1
2288,116.0,74.0,1
2289,132.0,78.0,3
2290,111.0,73.0,1
2291,123.0,82.0,3
2292,126.0,74.0,2
2293,101.0,68.0,1
2294,116.0,75.0,1
2295,114.0,84.0,3
2296,122.0,77.0,2
2297,115.0,80.0,3
2298,115.0,85.0,3
2299,128.0,73.0,2
2300,120.0,77.0,2
2301,107.0,72.0,1
2302,116.0,77.0,1
2303,113.0,79.0,1
2304,114.0,77.0,1
2305,122.0,76.0,2
2306,120.0,74.0,2
2307,111.0,75.0,1
2308,122.0,75.0,2
2309,124.0,70.0,2
2310,114.0,75.0,1
2311,111.0,75.0,1
2312,125.0,73.0,2
2313,131.0,75.0,3
2314,112.0,75.0,1
2315,117.0,71.0,1
2316,119.0,80.0,3
2317,109.0,77.0,1
2318,117.0,75.0,1
2319,117.0,71.0,1
2320,117.0,78.0,1
2321,118.0,75.0,1
2322,103.0,72.0,1
2323,138.0,72.0,3
2324,124.0,75.0,2
2325,113.0,77.0,1
2326,115.0,78.0,1
2327,127.0,74.0,2
2328,127.0,78.0,2
2329,133.0,80.0,3
2330,114.0,76.0,1
2331,117.0,79.0,1
2332,119.0,74.0,1
2333,123.0,73.0,2
2334,120.0,81.0,3
2335,120.0,71.0,2
2336,120.0,81.0,3
2337,121.0,77.0,2
2338,114.0,79.0,1
2339,125.0,86.0,3
2340,120.0,71.0,2
2341,115.0,73.0,1
2342,118.0,72.0,1
2343,129.0,71.0,2
2344,112.0,71.0,1
2345,137.0,79.0,3
2346,135.0,79.0,3
2347,112.0,81.0,3
2348,123.0,73.0,2
2349,119.0,80.0,3
2350,123.0,70.0,2
2351,108.0,80.0,3
2352,123.0,72.0,2
2353,124.0,72.0,2
2354,114.0,77.0,1
2355,120.0,80.0,3
2356,124.0,72.0,2
2357,124.0,70.0,2
2358,120.0,83.0,3
2359,114.0,79.0,1
2360,123.0,75.0,2
2361,110.0,74.0,1
2362,109.0,76.0,1
2363,139.0,77.0,3
2364,119.0,75.0,1
2365,131.0,78.0,3
2366,125.0,73.0,2
2367,119.0,76.0,1
2368,114.0,78.0,1
2369,119.0,76.0,1
2370,118.0,72.0,1
2371,130.0,69.0,3
2372,127.0,74.0,2
2373,118.0,77.0,1
2374,110.0,76.0,1
2375,126.0,73.0,2
2376,117.0,78.0,1
2377,109.0,70.0,1
2378,122.0,69.0,2
2379,115.0,82.0,3
2380,115.0,72.0,1
2381,119.0,78.0,1
2382,124.0,76.0,2
2383,127.0,75.0,2
2384,123.0,77.0,2
2385,123.0,78.0,2
2386,113.0,82.0,3
2387,116.0,71.0,1
2388,136.0,73.0,3
2389,132.0,77.0,3
2390,124.0,77.0,2
2391,109.0,76.0,1
2392,120.0,74.0,2
2393,129.0,79.0,2
2394,111.0,78.0,1
2395,117.0,67.0,1
2396,105.0,73.0,1
2397,129.0,81.0,3
2398,120.0,82.0,3
2399,107.0,75.0,1
2400,122.0,67.0,2
2401,152.0,80.0,4
2402,115.0,74.0,1
2403,119.0,75.0,1
2404,130.0,84.0,3
2405,104.0,73.0,1
2406,115.0,70.0,1
2407,124.0,76.0,2
2408,123.0,80.0,3
2409,102.0,76.0,1
2410,117.0,79.0,1
2411,121.0,76.0,2
2412,113.0,75.0,1
2413,110.0,73.0,1
2414,110.0,75.0,1
2415,119.0,82.0,3
2416,115.0,79.0,1
2417,120.0,64.0,2
2418,122.0,75.0,2
2419,138.0,84.0,3
2420,125.0,77.0,2
2421,126.0,73.0,2
2422,98.0,72.0,1
2423,94.0,70.0,1
2424,112.0,67.0,1
2425,104.0,79.0,1
2426,108.0,71.0,1
2427,119.0,80.0,3
2428,124.0,78.0,2
2429,135.0,73.0,3
2430,127.0,74.0,2
2431,117.0,68.0,1
2432,128.0,75.0,2
2433,125.0,74.0,2
2434,126.0,72.0,2
2435,114.0,80.0,3
2436,124.0,73.0,2
2437,129.0,77.0,2
2438,127.0,74.0,2
2439,109.0,73.0,1
2440,109.0,79.0,1
2441,127.0,67.0,2
2442,105.0,74.0,1
2443,102.0,72.0,1
2444,124.0,80.0,3
2445,134.0,74.0,3
2446,113.0,78.0,1
2447,126.0,80.0,3
2448,123.0,76.0,2
2449,150.0,71.0,4
2450,133.0,80.0,3
2451,103.0,75.0,1
2452,131.0,82.0,3
2453,135.0,79.0,3
2454,114.0,79.0,1
2455,116.0,72.0,1
2456,117.0,76.0,1
2457,125.0,79.0,2
2458,126.0,71.0,2
2459,110.0,80.0,3
2460,107.0,73.0,1
2461,99.0,72.0,1
2462,128.0,79.0,2
2463,121.0,69.0,2
2464,117.0,73.0,1
2465,128.0,79.0,2
2466,129.0,78.0,2
2467,127.0,77.0,2
2468,120.0,77.0,2
2469,108.0,80.0,3
2470,125.0,68.0,2
2471,111.0,79.0,1
2472,106.0,69.0,1
2473,114.0,77.0,1
2474,137.0,66.0,3
2475,83.0,73.0,1
2476,121.0,76.0,2
2477,139.0,69.0,3
2478,120.0,70.0,2
2479,127.0,75.0,2
2480,107.0,73.0,1
2481,121.0,78.0,2
2482,103.0,73.0,1
2483,103.0,72.0,1
2484,114.0,71.0,1
2485,124.0,77.0,2
2486,114.0,78.0,1
2487,123.0,76.0,2
2488,125.0,77.0,2
2489,125.0,71.0,2
2490,127.0,80.0,3
2491,122.0,87.0,3
2492,141.0,79.0,4
2493,120.0,76.0,2
2494,109.0,75.0,1
2495,122.0,81.0,3
2496,119.0,69.0,1
2497,122.0,80.0,3
2498,131.0,75.0,3
2499,111.0,73.0,1
2500,123.0,66.0,2
2501,120.0,73.0,2
2502,114.0,76.0,1
2503,123.0,76.0,2
2504,110.0,74.0,1
2505,108.0,75.0,1
2506,143.0,74.0,4
2507,122.0,70.0,2
2508,116.0,75.0,1
2509,120.0,74.0,2
2510,118.0,72.0,1
2511,111.0,75.0,1
2512,110.0,70.0,1
2513,109.0,80.0,3
2514,104.0,78.0,1
2515,117.0,75.0,1
2516,118.0,74.0,1
2517,120.0,75.0,2
2518,114.0,72.0,1
2519,99.0,75.0,1
2520,124.0,72.0,2
2521,132.0,74.0,3
2522,109.0,73.0,1
2523,126.0,76.0,2
2524,121.0,77.0,2
2525,125.0,77.0,2
2526,129.0,72.0,2
2527,132.0,86.0,3
2528,114.0,73.0,1
2529,111.0,67.0,1
2530,118.0,77.0,1
2531,97.0,72.0,1
2532,116.0,76.0,1
2533,123.0,76.0,2
2534,128.0,73.0,2
2535,112.0,70.0,1
2536,114.0,84.0,3
2537,105.0,76.0,1
2538,127.0,72.0,2
2539,116.0,79.0,1
2540,121.0,73.0,2
2541,110.0,76.0,1
2542,115.0,71.0,1
2543,125.0,77.0,2
2544,120.0,71.0,2
2545,102.0,83.0,3
2546,103.0,73.0,1
2547,113.0,77.0,1
2548,103.0,74.0,1
2549,121.0,76.0,2
2550,111.0,74.0,1
2551,119.0,70.0,1
2552,109.0,78.0,1
2553,119.0,70.0,1
2554,129.0,72.0,2
2555,122.0,75.0,2
2556,130.0,72.0,3
2557,117.0,72.0,1
2558,110.0,77.0,1
2559,134.0,76.0,3
2560,119.0,73.0,1
2561,105.0,73.0,1
2562,103.0,78.0,1
2563,120.0,73.0,2
2564,120.0,74.0,2
2565,125.0,83.0,3
2566,119.0,77.0,1
2567,115.0,78.0,1
2568,108.0,71.0,1
2569,125.0,73.0,2
2570,126.0,70.0,2
2571,103.0,74.0,1
2572,116.0,80.0,3
2573,118.0,82.0,3
2574,114.0,74.0,1
2575,100.0,71.0,1
2576,124.0,82.0,3
2577,105.0,71.0,1
2578,125.0,77.0,2
2579,118.0,77.0,1
2580,128.0,73.0,2
2581,114.0,77.0,1
2582,129.0,70.0,2
2583,130.0,80.0,3
2584,122.0,75.0,2
2585,133.0,70.0,3
2586,101.0,73.0,1
2587,109.0,73.0,1
2588,122.0,73.0,2
2589,112.0,73.0,1
2590,112.0,68.0,1
2591,126.0,81.0,3
2592,130.0,78.0,3
2593,117.0,76.0,1
2594,117.0,77.0,1
2595,131.0,71.0,3
2596,114.0,73.0,1
2597,115.0,71.0,1
2598,126.0,73.0,2
2599,125.0,82.0,3
2600,104.0,68.0,1
2601,105.0,77.0,1
2602,109.0,73.0,1
2603,132.0,77.0,3
2604,132.0,75.0,3
2605,127.0,71.0,2
2606,138.0,71.0,3
2607,117.0,74.0,1
2608,120.0,77.0,2
2609,125.0,75.0,2
2610,115.0,75.0,1
2611,126.0,81.0,3
2612,125.0,75.0,2
2613,132.0,76.0,3
2614,116.0,75.0,1
2615,107.0,74.0,1
2616,124.0,68.0,2
2617,112.0,77.0,1
2618,119.0,78.0,1
2619,121.0,78.0,2
2620,118.0,81.0,3
2621,135.0,79.0,3
2622,113.0,71.0,1
2623,129.0,75.0,2
2624,113.0,76.0,1
2625,108.0,77.0,1
2626,130.0,69.0,3
2627,107.0,74.0,1
2628,132.0,74.0,3
2629,125.0,78.0,2
2630,111.0,73.0,1
2631,119.0,78.0,1
2632,125.0,82.0,3
2633,123.0,79.0,2
2634,138.0,74.0,3
2635,118.0,72.0,1
2636,110.0,76.0,1
2637,119.0,69.0,1
2638,117.0,76.0,1
2639,133.0,75.0,3
2640,108.0,73.0,1
2641,127.0,70.0,2
2642,132.0,72.0,3
2643,146.0,74.0,4
2644,127.0,75.0,2
2645,114.0,70.0,1
2646,124.0,82.0,3
2647,121.0,73.0,2
2648,120.0,69.0,2
2649,105.0,81.0,3
2650,122.0,74.0,2
2651,114.0,79.0,1
2652,124.0,72.0,2
2653,130.0,82.0,3
2654,112.0,79.0,1
2655,112.0,77.0,1
2656,132.0,75.0,3
2657,123.0,73.0,2
2658,124.0,78.0,2
2659,111.0,74.0,1
2660,114.0,77.0,1
2661,120.0,83.0,3
2662,108.0,74.0,1
2663,108.0,77.0,1
2664,129.0,76.0,2
2665,129.0,78.0,2
2666,123.0,83.0,3
2667,121.0,74.0,2
2668,116.0,80.0,3
2669,134.0,73.0,3
2670,124.0,75.0,2
2671,126.0,72.0,2
2672,131.0,76.0,3
2673,124.0,82.0,3
2674,129.0,73.0,2
2675,119.0,80.0,3
2676,128.0,75.0,2
2677,120.0,74.0,2
2678,123.0,80.0,3
2679,112.0,71.0,1
2680,114.0,81.0,3
2681,114.0,71.0,1
2682,110.0,74.0,1
2683,119.0,71.0,1
2684,128.0,73.0,2
2685,135.0,72.0,3
2686,132.0,76.0,3
2687,113.0,70.0,1
2688,116.0,77.0,1
2689,131.0,67.0,3
2690,129.0,78.0,2
2691,126.0,74.0,2
2692,109.0,75.0,1
2693,121.0,73.0,2
2694,132.0,78.0,3
2695,121.0,69.0,2
2696,112.0,75.0,1
2697,129.0,68.0,2
2698,138.0,76.0,3
2699,112.0,72.0,1
2700,121.0,76.0,2
2701,131.0,79.0,3
2702,112.0,80.0,3
2703,122.0,80.0,3
2704,96.0,78.0,1
2705,132.0,74.0,3
2706,118.0,71.0,1
2707,123.0,80.0,3
2708,110.0,73.0,1
2709,101.0,77.0,1
2710,126.0,76.0,2
2711,132.0,75.0,3
2712,107.0,74.0,1
2713,114.0,75.0,1
2714,126.0,66.0,2
2715,120.0,80.0,3
2716,116.0,82.0,3
2717,112.0,77.0,1
2718,107.0,70.0,1
2719,119.0,85.0,3
2720,118.0,72.0,1
2721,129.0,72.0,2
2722,132.0,73.0,3
2723,116.0,76.0,1
2724,131.0,72.0,3
2725,118.0,77.0,1
2726,116.0,75.0,1
2727,130.0,75.0,3
2728,123.0,72.0,2
2729,124.0,77.0,2
2730,106.0,67.0,1
2731,110.0,74.0,1
2732,117.0,84.0,3
2733,116.0,76.0,1
2734,119.0,76.0,1
2735,129.0,78.0,2
2736,117.0,75.0,1
2737,121.0,69.0,2
2738,114.0,72.0,1
2739,124.0,77.0,2
2740,127.0,67.0,2
2741,106.0,75.0,1
2742,107.0,75.0,1
2743,128.0,69.0,2
2744,104.0,71.0,1
2745,117.0,70.0,1
2746,111.0,79.0,1
2747,119.0,79.0,1
2748,134.0,72.0,3
2749,115.0,80.0,3
2750,136.0,79.0,3
2751,127.0,74.0,2
2752,119.0,72.0,1
2753,119.0,77.0,1
2754,126.0,74.0,2
2755,112.0,77.0,1
2756,120.0,71.0,2
2757,113.0,72.0,1
2758,142.0,70.0,4
2759,109.0,70.0,1
2760,118.0,78.0,1
2761,122.0,72.0,2
2762,126.0,76.0,2
2763,105.0,76.0,1
2764,113.0,81.0,3
2765,116.0,70.0,1
2766,130.0,74.0,3
2767,125.0,74.0,2
2768,120.0,76.0,2
2769,131.0,77.0,3
2770,134.0,81.0,3
2771,112.0,79.0,1
2772,138.0,70.0,3
2773,116.0,82.0,3
2774,135.0,78.0,3
2775,110.0,72.0,1
2776,111.0,72.0,1
2777,127.0,69.0,2
2778,122.0,75.0,2
2779,116.0,85.0,3
2780,113.0,74.0,1
2781,134.0,81.0,3
2782,133.0,83.0,3
2783,122.0,81.0,3
2784,139.0,70.0,3
2785,119.0,77.0,1
2786,136.0,74.0,3
2787,130.0,72.0,3
2788,129.0,78.0,2
2789,122.0,70.0,2
2790,117.0,83.0,3
2791,125.0,76.0,2
2792,94.0,72.0,1
2793,112.0,69.0,1
2794,128.0,75.0,2
2795,116.0,78.0,1
2796,130.0,75.0,3
2797,117.0,70.0,1
2798,120.0,80.0,3
2799,126.0,76.0,2
2800,121.0,79.0,2
2801,116.0,72.0,1
2802,132.0,78.0,3
2803,109.0,79.0,1
2804,110.0,77.0,1
2805,119.0,68.0,1
2806,114.0,83.0,3
2807,114.0,77.0,1
2808,105.0,77.0,1
2809,126.0,73.0,2
2810,128.0,75.0,2
2811,137.0,78.0,3
2812,144.0,72.0,4
2813,120.0,71.0,2
2814,115.0,66.0,1
2815,120.0,80.0,3
2816,124.0,69.0,2
2817,133.0,76.0,3
2818,108.0,75.0,1
2819,124.0,81.0,3
2820,120.0,77.0,2
2821,131.0,77.0,3
2822,126.0,84.0,3
2823,122.0,76.0,2
2824,111.0,76.0,1
2825,110.0,79.0,1
2826,118.0,78.0,1
2827,115.0,80.0,3
2828,120.0,77.0,2
2829,98.0,72.0,1
2830,133.0,71.0,3
2831,132.0,81.0,3
2832,124.0,77.0,2
2833,99.0,82.0,3
2834,125.0,76.0,2
2835,133.0,76.0,3
2836,125.0,76.0,2
2837,123.0,83.0,3
2838,125.0,76.0,2
2839,115.0,73.0,1
2840,119.0,77.0,1
2841,120.0,68.0,2
2842,120.0,79.0,2
2843,110.0,73.0,1
2844,122.0,76.0,2
2845,112.0,76.0,1
2846,123.0,68.0,2
2847,127.0,68.0,2
2848,125.0,68.0,2
2849,107.0,82.0,3
2850,118.0,75.0,1
2851,100.0,69.0,1
2852,140.0,80.0,4
2853,125.0,78.0,2
2854,121.0,80.0,3
2855,136.0,75.0,3
2856,128.0,75.0,2
2857,121.0,77.0,2
2858,114.0,76.0,1
2859,107.0,75.0,1
2860,106.0,72.0,1
2861,102.0,78.0,1
2862,117.0,65.0,1
2863,115.0,72.0,1
2864,122.0,73.0,2
2865,120.0,67.0,2
2866,138.0,80.0,3
2867,124.0,71.0,2
2868,125.0,75.0,2
2869,129.0,73.0,2
2870,124.0,76.0,2
2871,111.0,73.0,1
2872,118.0,77.0,1
2873,130.0,70.0,3
2874,108.0,72.0,1
2875,106.0,84.0,3
2876,122.0,75.0,2
2877,134.0,78.0,3
2878,107.0,75.0,1
2879,127.0,72.0,2
2880,121.0,69.0,2
2881,111.0,67.0,1
2882,123.0,71.0,2
2883,144.0,82.0,4
2884,118.0,74.0,1
2885,124.0,79.0,2
2886,116.0,75.0,1
2887,123.0,67.0,2
2888,124.0,73.0,2
2889,97.0,69.0,1
2890,121.0,73.0,2
2891,138.0,69.0,3
2892,129.0,77.0,2
2893,114.0,78.0,1
2894,143.0,77.0,4
2895,120.0,67.0,2
2896,128.0,75.0,2
2897,111.0,77.0,1
2898,129.0,76.0,2
2899,112.0,71.0,1
2900,119.0,70.0,1
2901,118.0,80.0,3
2902,132.0,76.0,3
2903,123.0,72.0,2
2904,124.0,84.0,3
2905,118.0,73.0,1
2906,120.0,71.0,2
2907,117.0,75.0,1
2908,106.0,75.0,1
2909,130.0,75.0,3
2910,110.0,74.0,1
2911,111.0,75.0,1
2912,113.0,68.0,1
2913,123.0,77.0,2
2914,120.0,75.0,2
2915,114.0,81.0,3
2916,130.0,74.0,3
2917,117.0,73.0,1
2918,110.0,76.0,1
2919,152.0,72.0,4
2920,107.0,72.0,1
2921,125.0,72.0,2
2922,133.0,68.0,3
2923,102.0,76.0,1
2924,106.0,75.0,1
2925,129.0,76.0,2
2926,131.0,74.0,3
2927,114.0,77.0,1
2928,127.0,81.0,3
2929,119.0,76.0,1
2930,119.0,79.0,1
2931,127.0,75.0,2
2932,119.0,75.0,1
2933,124.0,73.0,2
2934,128.0,76.0,2
2935,113.0,79.0,1
2936,116.0,86.0,3
2937,107.0,78.0,1
2938,124.0,70.0,2
2939,127.0,76.0,2
2940,131.0,80.0,3
2941,122.0,75.0,2
2942,133.0,74.0,3
2943,121.0,76.0,2
2944,123.0,80.0,3
2945,132.0,73.0,3
2946,128.0,73.0,2
2947,124.0,71.0,2
2948,114.0,76.0,1
2949,116.0,77.0,1
2950,130.0,75.0,3
2951,127.0,76.0,2
2952,128.0,77.0,2
2953,123.0,74.0,2
2954,136.0,76.0,3
2955,113.0,77.0,1
2956,127.0,74.0,2
2957,120.0,77.0,2
2958,113.0,74.0,1
2959,126.0,78.0,2
2960,118.0,66.0,1
2961,110.0,76.0,1
2962,116.0,84.0,3
2963,120.0,75.0,2
2964,122.0,79.0,2
2965,115.0,84.0,3
2966,129.0,74.0,2
2967,122.0,67.0,2
2968,126.0,67.0,2
2969,125.0,74.0,2
2970,129.0,76.0,2
2971,111.0,68.0,1
2972,122.0,70.0,2
2973,120.0,74.0,2
2974,110.0,84.0,3
2975,126.0,74.0,2
2976,117.0,68.0,1
2977,115.0,69.0,1
2978,112.0,77.0,1
2979,129.0,76.0,2
2980,118.0,80.0,3
2981,120.0,73.0,2
2982,127.0,77.0,2
2983,110.0,76.0,1
2984,123.0,81.0,3
2985,119.0,75.0,1
2986,115.0,79.0,1
2987,122.0,72.0,2
2988,119.0,78.0,1
2989,127.0,75.0,2
2990,127.0,77.0,2
2991,125.0,77.0,2
2992,118.0,74.0,1
2993,128.0,70.0,2
2994,127.0,72.0,2
2995,99.0,74.0,1
2996,130.0,82.0,3
2997,125.0,84.0,3
2998,113.0,73.0,1
2999,117.0,73.0,1
3000,122.0,79.0,2
3001,123.0,70.0,2
3002,117.0,77.0,1
3003,109.0,75.0,1
3004,133.0,80.0,3
3005,119.0,81.0,3
3006,119.0,74.0,1
3007,136.0,72.0,3
3008,128.0,74.0,2
3009,113.0,77.0,1
3010,106.0,73.0,1
3011,121.0,70.0,2
3012,99.0,75.0,1
3013,124.0,82.0,3
3014,131.0,73.0,3
3015,134.0,70.0,3
3016,132.0,71.0,3
3017,115.0,79.0,1
3018,127.0,79.0,2
3019,114.0,74.0,1
3020,120.0,76.0,2
3021,119.0,70.0,1
3022,123.0,68.0,2
3023,134.0,79.0,3
3024,119.0,77.0,1
3025,124.0,68.0,2
3026,101.0,85.0,3
3027,118.0,71.0,1
3028,98.0,73.0,1
3029,127.0,79.0,2
3030,125.0,83.0,3
3031,119.0,79.0,1
3032,120.0,73.0,2
3033,115.0,75.0,1
3034,115.0,78.0,1
3035,120.0,76.0,2
3036,127.0,73.0,2
3037,128.0,75.0,2
3038,126.0,77.0,2
3039,125.0,72.0,2
3040,112.0,71.0,1
3041,116.0,79.0,1
3042,121.0,74.0,2
3043,119.0,75.0,1
3044,121.0,70.0,2
3045,117.0,77.0,1
3046,119.0,74.0,1
3047,134.0,76.0,3
3048,118.0,77.0,1
3049,111.0,74.0,1
3050,126.0,79.0,2
3051,126.0,74.0,2
3052,125.0,75.0,2
3053,114.0,81.0,3
3054,124.0,74.0,2
3055,119.0,74.0,1
3056,118.0,78.0,1
3057,108.0,76.0,1
3058,122.0,75.0,2
3059,141.0,81.0,4
3060,107.0,74.0,1
3061,131.0,85.0,3
3062,115.0,78.0,1
3063,119.0,70.0,1
3064,125.0,75.0,2
3065,138.0,72.0,3
3066,120.0,70.0,2
3067,135.0,78.0,3
3068,125.0,79.0,2
3069,124.0,79.0,2
3070,124.0,80.0,3
3071,111.0,75.0,1
3072,126.0,73.0,2
3073,118.0,75.0,1
3074,124.0,79.0,2
3075,128.0,75.0,2
3076,125.0,71.0,2
3077,134.0,78.0,3
3078,130.0,70.0,3
3079,117.0,70.0,1
3080,127.0,76.0,2
3081,121.0,75.0,2
3082,121.0,66.0,2
3083,115.0,74.0,1
3084,113.0,77.0,1
3085,131.0,70.0,3
3086,125.0,71.0,2
3087,102.0,82.0,3
3088,124.0,72.0,2
3089,120.0,65.0,2
3090,113.0,74.0,1
3091,124.0,82.0,3
3092,111.0,78.0,1
3093,120.0,72.0,2
3094,133.0,75.0,3
3095,118.0,77.0,1
3096,120.0,74.0,2
3097,105.0,80.0,3
3098,112.0,68.0,1
3099,130.0,74.0,3
3100,101.0,77.0,1
3101,124.0,82.0,3
3102,117.0,63.0,1
3103,116.0,71.0,1
3104,113.0,75.0,1
3105,114.0,80.0,3
3106,125.0,80.0,3
3107,107.0,74.0,1
3108,136.0,77.0,3
3109,112.0,62.0,1
3110,123.0,76.0,2
3111,123.0,74.0,2
3112,130.0,75.0,3
3113,121.0,74.0,2
3114,135.0,74.0,3
3115,116.0,70.0,1
3116,133.0,78.0,3
3117,109.0,80.0,3
3118,114.0,78.0,1
3119,113.0,75.0,1
3120,131.0,81.0,3
3121,126.0,78.0,2
3122,123.0,74.0,2
3123,123.0,77.0,2
3124,127.0,75.0,2
3125,105.0,72.0,1
3126,111.0,78.0,1
3127,115.0,74.0,1
3128,125.0,78.0,2
3129,113.0,70.0,1
3130,109.0,79.0,1
3131,122.0,78.0,2
3132,109.0,76.0,1
3133,132.0,77.0,3
3134,111.0,76.0,1
3135,111.0,72.0,1
3136,115.0,74.0,1
3137,134.0,78.0,3
3138,121.0,76.0,2
3139,138.0,64.0,3
3140,118.0,78.0,1
3141,114.0,70.0,1
3142,123.0,70.0,2
3143,129.0,79.0,2
3144,125.0,77.0,2
3145,111.0,70.0,1
3146,107.0,69.0,1
3147,123.0,75.0,2
3148,125.0,77.0,2
3149,136.0,71.0,3
3150,108.0,71.0,1
3151,125.0,68.0,2
3152,122.0,79.0,2
3153,123.0,72.0,2
3154,117.0,77.0,1
3155,118.0,81.0,3
3156,107.0,67.0,1
3157,123.0,83.0,3
3158,132.0,74.0,3
3159,127.0,74.0,2
3160,119.0,73.0,1
3161,111.0,83.0,3
3162,121.0,79.0,2
3163,127.0,78.0,2
3164,113.0,79.0,1
3165,121.0,76.0,2
3166,117.0,74.0,1
3167,125.0,81.0,3
3168,126.0,81.0,3
3169,123.0,78.0,2
3170,129.0,78.0,2
3171,131.0,77.0,3
3172,118.0,76.0,1
3173,121.0,71.0,2
3174,107.0,76.0,1
3175,125.0,74.0,2
3176,126.0,79.0,2
3177,108.0,73.0,1
3178,121.0,76.0,2
3179,118.0,78.0,1
3180,117.0,63.0,1
3181,117.0,76.0,1
3182,124.0,78.0,2
3183,120.0,74.0,2
3184,121.0,77.0,2
3185,109.0,69.0,1
3186,120.0,78.0,2
3187,109.0,73.0,1
3188,130.0,78.0,3
3189,105.0,79.0,1
3190,119.0,78.0,1
3191,112.0,75.0,1
3192,129.0,73.0,2
3193,119.0,82.0,3
3194,124.0,76.0,2
3195,119.0,74.0,1
3196,107.0,74.0,1
3197,119.0,79.0,1
3198,120.0,79.0,2
3199,117.0,80.0,3
3200,119.0,76.0,1
3201,119.0,67.0,1
3202,117.0,77.0,1
3203,134.0,72.0,3
3204,121.0,77.0,2
3205,120.0,70.0,2
3206,121.0,68.0,2
3207,115.0,72.0,1
3208,116.0,77.0,1
3209,123.0,70.0,2
3210,113.0,79.0,1
3211,105.0,70.0,1
3212,138.0,77.0,3
3213,122.0,79.0,2
3214,121.0,72.0,2
3215,113.0,71.0,1
3216,127.0,72.0,2
3217,120.0,80.0,3
3218,128.0,70.0,2
3219,108.0,72.0,1
3220,126.0,77.0,2
3221,111.0,69.0,1
3222,124.0,77.0,2
3223,101.0,70.0,1
3224,120.0,72.0,2
3225,121.0,75.0,2
3226,119.0,78.0,1
3227,108.0,78.0,1
3228,117.0,73.0,1
3229,113.0,77.0,1
3230,124.0,75.0,2
3231,121.0,76.0,2
3232,108.0,78.0,1
3233,116.0,81.0,3
3234,114.0,80.0,3
3235,125.0,71.0,2
3236,111.0,78.0,1
3237,127.0,76.0,2
3238,124.0,76.0,2
3239,128.0,80.0,3
3240,118.0,73.0,1
3241,115.0,77.0,1
3242,124.0,73.0,2
3243,119.0,80.0,3
3244,122.0,72.0,2
3245,115.0,78.0,1
3246,113.0,70.0,1
3247,119.0,84.0,3
3248,122.0,80.0,3
3249,125.0,71.0,2
3250,123.0,68.0,2
3251,129.0,77.0,2
3252,116.0,77.0,1
3253,123.0,81.0,3
3254,112.0,77.0,1
3255,117.0,78.0,1
3256,118.0,77.0,1
3257,110.0,74.0,1
3258,105.0,71.0,1
3259,117.0,72.0,1
3260,116.0,74.0,1
3261,125.0,75.0,2
3262,101.0,76.0,1
3263,121.0,74.0,2
3264,115.0,68.0,1
3265,129.0,79.0,2
3266,116.0,79.0,1
3267,133.0,77.0,3
3268,114.0,74.0,1
3269,116.0,71.0,1
3270,125.0,75.0,2
3271,120.0,71.0,2
3272,127.0,74.0,2
3273,113.0,76.0,1
3274,112.0,80.0,3
3275,128.0,78.0,2
3276,121.0,73.0,2
3277,116.0,74.0,1
3278,134.0,73.0,3
3279,119.0,67.0,1
3280,129.0,73.0,2
3281,103.0,77.0,1
3282,129.0,72.0,2
3283,125.0,70.0,2
3284,115.0,74.0,1
3285,121.0,73.0,2
3286,125.0,75.0,2
3287,118.0,77.0,1
3288,107.0,75.0,1
3289,117.0,83.0,3
3290,132.0,75.0,3
3291,130.0,78.0,3
3292,109.0,71.0,1
3293,125.0,80.0,3
3294,115.0,78.0,1
3295,128.0,75.0,2
3296,112.0,71.0,1
3297,124.0,78.0,2
3298,128.0,72.0,2
3299,124.0,76.0,2
3300,124.0,79.0,2
